id_transacao,data,hora,destinatario,valor,categoria,forma_pagamento
2752,2025-01-30,04:26:36,Serviços Gerais Paffaro,187.0,outros,cartão crédito
2753,2025-08-01,19:00:15,Companhia Telefônica Akimi,110.1,comunicação,cartão débito
2754,2025-06-21,06:14:11,Provedor de Internet Paffaro,201.94,comunicação,pix
2755,2025-02-15,16:47:57,Padaria Paffaro,64.12,alimentação,cartão débito
2756,2025-02-28,23:55:04,Consultório Médico Gonçalves,204.64,saúde,pix
2757,2024-11-01,11:32:16,Clínica Odontológica Iamato,849.05,saúde,pix
2758,2025-05-17,08:28:53,Mercado Iamato,188.2,alimentação,pix
2759,2025-08-17,12:12:16,Hospital Akimi,893.73,saúde,cartão débito
2760,2025-09-23,00:38:20,Conta de Água Akimi,71.43,casa,cartão crédito
2761,2025-07-12,06:03:39,Material de Construção Akimi,2658.33,casa,cartão débito
2762,2025-03-13,06:24:31,Provedor de Internet Iamato,200.59,comunicação,pix
2763,2025-09-14,17:12:36,Show Iamato,471.81,lazer,boleto
2764,2025-05-27,11:19:19,Companhia Telefônica Akimi,239.37,comunicação,cartão crédito
2765,2025-05-23,15:58:10,Perfumaria Gonçalves,205.77,despesas pessoais,cartão débito
2766,2025-07-16,02:54:17,Agência de Viagens Akimi,2799.65,lazer,boleto
2767,2025-09-28,02:32:56,Supermercado Iamato,778.01,alimentação,boleto
2768,2025-01-03,05:43:08,Serviços Gerais Gonçalves,606.64,outros,cartão crédito
2769,2025-08-22,04:37:14,Hospital Paffaro,2427.77,saúde,cartão crédito
2770,2025-04-04,23:42:28,Loja de Móveis Akimi,4170.69,casa,boleto
2771,2025-02-23,00:12:08,Loja de Decoração Iamato,40.92,casa,cartão crédito
2772,2025-06-17,19:18:57,Companhia Telefônica Gonçalves,214.97,comunicação,boleto
2773,2025-05-22,21:40:23,Curso de Idiomas Gonçalves,678.36,educação,cartão débito
2774,2025-02-18,14:10:55,Pet Shop Akimi,291.67,despesas pessoais,pix
2775,2025-06-04,05:51:15,Provedor de Internet Akimi,154.82,comunicação,cartão débito
2776,2024-11-15,23:39:06,Aluguel Akimi,3358.6,casa,pix
2777,2025-01-25,09:10:28,Barbearia Paffaro,28.39,despesas pessoais,cartão débito
2778,2025-02-26,14:02:29,Livraria Paffaro,389.82,educação,cartão débito
2779,2025-04-28,12:17:19,Loja de Utilidades Iamato,184.33,casa,cartão crédito
2780,2025-07-08,14:47:24,Provedor de Internet Gonçalves,276.23,comunicação,boleto
2781,2024-12-21,14:06:42,Hospital Gonçalves,3793.03,saúde,cartão crédito
2782,2025-09-23,17:36:59,Consultoria Akimi,2605.78,outros,cartão crédito
2783,2025-10-10,05:46:26,Material de Construção Gonçalves,2328.12,casa,cartão débito
2784,2025-02-07,16:44:27,Serviços Postais Iamato,24.85,comunicação,pix
2785,2025-03-18,22:33:46,Posto de Gasolina Gonçalves,39.67,transporte,boleto
2786,2024-12-14,04:25:12,Restaurante Gonçalves,285.71,alimentação,cartão débito
2787,2025-03-25,00:52:22,Lanchonete Iamato,56.59,alimentação,cartão crédito
2788,2025-02-10,19:48:02,Consultoria Akimi,1792.59,outros,cartão débito
2789,2025-07-14,16:55:19,Show Paffaro,124.12,lazer,cartão débito
2790,2024-11-14,09:47:32,App de Transporte Gonçalves,66.83,transporte,pix
2791,2025-04-22,14:38:35,Recarga de Celular Gonçalves,28.66,comunicação,pix
2792,2024-11-28,02:45:48,Show Gonçalves,508.11,lazer,boleto
2793,2025-07-22,06:55:13,Lanchonete Paffaro,42.38,alimentação,boleto
2794,2024-10-25,20:35:06,Eletricista Paffaro,651.0,casa,cartão débito
2795,2025-02-27,06:02:39,Sorveteria Akimi,9.1,alimentação,boleto
2796,2025-09-15,00:52:38,Bar Akimi,148.25,lazer,boleto
2797,2025-04-14,23:23:35,Farmácia Paffaro,217.92,saúde,pix
2798,2025-07-01,14:53:15,Oficina Mecânica Gonçalves,1414.11,transporte,cartão crédito
2799,2025-10-14,07:21:46,Pedágio Iamato,7.23,transporte,boleto
2800,2025-08-28,22:29:00,Livraria Gonçalves,320.48,educação,cartão crédito
2801,2025-09-10,12:39:51,Loja de Móveis Akimi,4437.35,casa,cartão crédito
2802,2024-11-19,05:41:54,Sorveteria Iamato,20.53,alimentação,boleto
2803,2024-11-08,11:22:26,Agência de Viagens Iamato,4314.36,lazer,boleto
2804,2025-07-27,05:57:02,Bar Iamato,173.04,lazer,cartão crédito
2805,2024-12-01,07:11:17,Consultoria Paffaro,1760.29,outros,cartão débito
2806,2025-05-19,02:25:51,Perfumaria Iamato,179.88,despesas pessoais,boleto
2807,2024-11-21,21:21:37,Perfumaria Akimi,234.68,despesas pessoais,pix
2808,2025-03-23,17:40:57,Parque Gonçalves,86.25,lazer,cartão débito
2809,2024-12-25,10:54:50,Academia Paffaro,141.01,despesas pessoais,pix
2810,2025-08-19,23:33:56,Impostos Iamato,1259.41,outros,pix
2811,2025-09-15,02:31:49,Pet Shop Gonçalves,72.79,despesas pessoais,cartão crédito
2812,2025-08-16,20:06:57,Provedor de Internet Gonçalves,231.27,comunicação,pix
2813,2024-10-30,18:14:16,Aluguel Iamato,1583.89,casa,cartão débito
2814,2025-08-06,13:02:00,Loja de Jogos Paffaro,286.54,lazer,cartão débito
2815,2025-04-15,17:16:22,Hospital Gonçalves,2357.81,saúde,boleto
2816,2025-04-06,16:01:20,Serviços Gerais Paffaro,787.73,outros,pix
2817,2025-10-05,19:00:50,Agência de Viagens Akimi,3753.67,lazer,pix
2818,2025-04-19,09:00:02,Metrô Gonçalves,36.57,transporte,cartão débito
2819,2024-10-26,20:22:43,Recarga de Celular Paffaro,41.36,comunicação,cartão crédito
2820,2024-10-21,14:50:27,Bar Iamato,175.16,lazer,cartão crédito
2821,2024-11-29,06:45:00,Serviços Postais Iamato,25.72,comunicação,cartão crédito
2822,2025-08-07,13:14:31,Conta de Água Paffaro,268.2,casa,cartão débito
2823,2025-07-28,01:48:59,Laboratório Iamato,673.02,saúde,cartão débito
2824,2025-05-26,11:27:26,Conta de Água Paffaro,250.18,casa,pix
2825,2025-07-13,11:36:04,Pet Shop Iamato,318.84,despesas pessoais,cartão crédito
2826,2025-10-10,18:25:58,Plano de Saúde Iamato,548.3,saúde,cartão débito
2827,2025-07-08,01:15:45,Livraria Gonçalves,81.78,despesas pessoais,cartão débito
2828,2025-09-13,08:49:24,Loja de Departamentos Iamato,178.75,outros,cartão débito
2829,2025-04-08,00:25:58,Livraria Iamato,275.78,educação,cartão débito
2830,2025-09-17,06:08:51,Mercado Iamato,284.78,alimentação,pix
2831,2025-08-14,19:21:46,Doação Gonçalves,180.33,outros,boleto
2832,2025-08-20,19:01:16,Escola Gonçalves,2899.25,educação,cartão crédito
2833,2025-04-05,10:38:58,Hospital Akimi,2508.69,saúde,cartão crédito
2834,2025-02-02,23:14:43,Estacionamento Gonçalves,59.01,transporte,boleto
2835,2025-01-02,09:56:18,Doação Paffaro,450.95,outros,pix
2836,2025-02-28,21:22:46,Lanchonete Iamato,66.53,alimentação,cartão crédito
2837,2024-11-17,01:31:20,Impostos Paffaro,411.46,outros,cartão crédito
2838,2025-06-17,14:21:43,Consultório Médico Gonçalves,294.68,saúde,cartão débito
2839,2024-11-14,07:28:38,Loja de Móveis Paffaro,4553.23,casa,cartão débito
2840,2024-11-17,16:16:13,Loja de Calçados Akimi,477.37,despesas pessoais,cartão crédito
2841,2025-04-11,21:35:18,Papelaria Gonçalves,148.56,educação,cartão crédito
2842,2025-10-10,05:28:19,Cinema Akimi,44.63,lazer,cartão crédito
2843,2025-03-11,16:53:49,Recarga de Celular Gonçalves,46.31,comunicação,boleto
2844,2024-11-13,17:31:35,Eletricista Gonçalves,444.81,casa,cartão débito
2845,2024-11-14,02:27:11,Escola Iamato,2458.14,educação,cartão crédito
2846,2025-06-08,10:57:35,Bar Gonçalves,239.43,lazer,cartão débito
2847,2025-09-22,12:09:14,Livraria Iamato,324.55,educação,boleto
2848,2025-07-12,10:50:07,Empresa de Ônibus Gonçalves,82.45,transporte,boleto
2849,2025-09-15,01:48:29,Loja de Departamentos Iamato,92.4,outros,pix
2850,2025-09-29,17:28:05,Consultório Médico Akimi,337.02,saúde,pix
2851,2025-07-14,11:50:04,Agência de Viagens Iamato,732.38,lazer,pix
2852,2024-12-27,06:59:35,Padaria Akimi,46.1,alimentação,cartão débito
2853,2025-08-01,15:47:58,Escola Iamato,1910.84,educação,pix
2854,2024-11-11,11:54:15,Cafeteria Paffaro,38.41,alimentação,cartão crédito
2855,2025-06-15,06:01:02,Material de Construção Gonçalves,2727.01,casa,pix
2856,2025-07-13,20:43:32,Doação Gonçalves,72.43,outros,cartão crédito
2857,2024-12-16,06:37:47,Plano de Saúde Akimi,706.91,saúde,cartão débito
2858,2025-07-03,09:28:46,Loja de Calçados Iamato,438.08,despesas pessoais,pix
2859,2025-05-27,09:04:42,Serviços Postais Paffaro,6.79,comunicação,boleto
2860,2024-11-20,09:33:47,Livraria Gonçalves,229.55,educação,boleto
2861,2024-12-08,12:57:55,Impostos Iamato,1773.67,outros,cartão débito
2862,2025-03-09,06:13:26,Aluguel Gonçalves,3441.92,casa,boleto
2863,2025-02-20,05:46:48,Consultório Médico Paffaro,389.77,saúde,cartão crédito
2864,2025-08-04,12:13:18,Farmácia Gonçalves,138.2,saúde,pix
2865,2024-12-08,09:38:00,App de Transporte Akimi,30.25,transporte,pix
2866,2025-02-10,03:45:56,Doação Paffaro,51.2,outros,boleto
2867,2025-09-22,15:25:14,Conta de Água Akimi,91.73,casa,boleto
2868,2025-04-13,21:24:03,Laboratório Gonçalves,751.63,saúde,cartão débito
2869,2025-09-10,04:19:39,Mercado Akimi,300.18,alimentação,cartão débito
2870,2025-01-30,12:07:12,Açougue Gonçalves,78.96,alimentação,cartão crédito
2871,2024-11-08,18:46:00,Supermercado Gonçalves,336.3,alimentação,cartão débito
2872,2025-01-11,09:01:05,Pet Shop Iamato,301.54,despesas pessoais,cartão crédito
2873,2025-07-21,21:43:11,Serviços Gerais Akimi,75.52,outros,boleto
2874,2025-02-27,04:19:56,Loja de Utilidades Gonçalves,60.24,casa,pix
2875,2024-12-29,08:43:27,Agência de Viagens Gonçalves,4966.0,lazer,cartão débito
2876,2025-03-28,14:15:16,Streaming Iamato,53.06,lazer,cartão débito
2877,2025-08-30,00:16:21,Recarga de Celular Gonçalves,25.7,comunicação,boleto
2878,2024-12-14,18:19:41,Lanchonete Iamato,40.06,alimentação,pix
2879,2025-07-02,09:03:21,Empresa de Ônibus Akimi,27.54,transporte,pix
2880,2025-06-19,13:42:31,Clínica Odontológica Paffaro,322.53,saúde,cartão débito
2881,2025-08-27,00:27:01,Loja de Móveis Akimi,3742.63,casa,cartão crédito
2882,2025-02-07,18:10:41,Doação Akimi,214.87,outros,cartão crédito
2883,2025-08-04,03:04:29,Curso Online Iamato,352.99,educação,pix
2884,2025-04-13,09:55:29,Laboratório Gonçalves,666.19,saúde,pix
2885,2024-12-12,17:08:30,Pet Shop Akimi,80.13,despesas pessoais,cartão débito
2886,2024-11-06,20:30:34,Empresa de Ônibus Iamato,35.16,transporte,boleto
2887,2025-10-08,11:42:00,Recarga de Celular Akimi,26.31,comunicação,cartão crédito
2888,2025-07-15,15:04:40,Livraria Gonçalves,244.72,educação,boleto
2889,2025-07-03,14:59:12,Posto de Gasolina Iamato,118.19,transporte,cartão crédito
2890,2025-01-29,16:10:35,Escola Paffaro,1561.34,educação,cartão crédito
2891,2024-12-14,19:08:28,Loja de Jogos Paffaro,362.37,lazer,boleto
2892,2024-10-30,13:55:25,Perfumaria Akimi,377.44,despesas pessoais,cartão crédito
2893,2025-08-12,20:08:50,Plano de Saúde Akimi,1011.39,saúde,boleto
2894,2025-04-04,12:19:33,Empresa de Ônibus Iamato,98.46,transporte,boleto
2895,2025-03-02,12:10:03,App de Transporte Akimi,53.11,transporte,boleto
2896,2025-08-02,06:57:27,Serviços Gerais Iamato,286.15,outros,cartão débito
2897,2025-10-08,02:09:02,Loja de Móveis Iamato,2512.01,casa,cartão débito
2898,2025-05-28,07:52:51,Loja de Departamentos Paffaro,462.12,outros,cartão crédito
2899,2025-09-03,10:45:11,Eletricista Iamato,944.23,casa,boleto
2900,2025-04-07,04:17:36,Livraria Iamato,267.74,despesas pessoais,pix
2901,2024-10-23,10:57:49,Loja de Departamentos Paffaro,372.92,outros,cartão crédito
2902,2025-06-25,16:10:21,Parque Akimi,22.13,lazer,cartão débito
2903,2024-11-13,04:14:08,Hospital Gonçalves,2158.8,saúde,cartão débito
2904,2025-08-19,10:16:15,Eletricista Gonçalves,505.82,casa,pix
2905,2024-12-12,13:18:47,Curso de Idiomas Paffaro,600.18,educação,cartão débito
2906,2025-02-15,17:02:48,Loja de Departamentos Iamato,280.48,outros,cartão crédito
2907,2024-11-19,08:36:49,Faculdade Akimi,4336.43,educação,boleto
2908,2024-11-06,16:41:37,Estacionamento Akimi,123.76,transporte,pix
2909,2025-08-04,11:38:45,Companhia Telefônica Gonçalves,64.03,comunicação,cartão débito
2910,2024-11-05,07:27:09,Farmácia Akimi,172.54,saúde,boleto
2911,2025-06-22,08:32:22,Serviços Postais Gonçalves,13.06,comunicação,cartão débito
2912,2025-07-18,07:37:18,Barbearia Iamato,73.09,despesas pessoais,cartão débito
2913,2025-01-07,11:56:09,App de Transporte Gonçalves,50.58,transporte,cartão crédito
2914,2025-08-29,14:43:34,Hospital Iamato,2452.11,saúde,cartão débito
2915,2025-10-11,02:00:58,Serviços Postais Akimi,46.39,comunicação,cartão débito
2916,2024-11-10,11:27:10,Streaming Paffaro,26.36,lazer,cartão débito
2917,2025-09-13,23:58:34,Loja de Departamentos Akimi,180.64,outros,pix
2918,2025-08-21,03:21:47,Material de Construção Iamato,2699.7,casa,cartão débito
2919,2025-02-03,11:12:10,Recarga de Celular Akimi,98.67,comunicação,pix
2920,2025-08-24,12:23:46,Loja de Jogos Gonçalves,488.23,lazer,cartão crédito
2921,2025-02-18,18:04:00,Loja de Roupas Akimi,665.99,despesas pessoais,pix
2922,2025-06-19,00:17:46,Provedor de Internet Akimi,150.62,comunicação,cartão crédito
2923,2025-02-14,22:38:28,Loja de Jogos Paffaro,411.84,lazer,cartão crédito
2924,2025-10-01,19:03:24,Oficina Mecânica Gonçalves,666.44,transporte,pix
2925,2025-06-22,12:57:37,Hospital Gonçalves,785.32,saúde,cartão débito
2926,2025-01-13,10:52:25,Livraria Iamato,304.37,educação,cartão crédito
2927,2025-06-05,16:12:07,Serviços Gerais Akimi,360.19,outros,pix
2928,2025-05-19,18:32:48,Streaming Akimi,32.71,lazer,cartão crédito
2929,2024-11-07,14:05:21,Cinema Paffaro,76.02,lazer,boleto
2930,2025-01-22,19:21:35,Consultoria Paffaro,848.58,outros,boleto
2931,2024-10-24,23:34:31,Recarga de Celular Gonçalves,61.17,comunicação,boleto
2932,2024-10-31,14:57:32,Padaria Iamato,37.41,alimentação,cartão débito
2933,2025-04-15,03:37:42,Metrô Gonçalves,12.48,transporte,cartão crédito
2934,2025-05-23,05:22:57,Faculdade Akimi,2719.84,educação,cartão débito
2935,2024-11-07,04:22:42,Hospital Paffaro,660.91,saúde,pix
2936,2025-05-01,01:53:01,Loja de Móveis Iamato,4200.89,casa,pix
2937,2025-02-19,03:43:36,Plano de Saúde Akimi,1687.29,saúde,cartão débito
2938,2024-10-21,16:38:02,Oficina Mecânica Iamato,2181.52,transporte,pix
2939,2025-08-10,01:21:13,Curso Online Iamato,735.4,educação,cartão débito
2940,2025-10-09,15:05:08,Material de Construção Paffaro,1789.94,casa,cartão crédito
2941,2025-04-16,09:42:39,Cafeteria Iamato,42.85,alimentação,pix
2942,2024-12-20,16:38:49,Doação Paffaro,342.37,outros,boleto
2943,2024-12-17,14:31:51,Consultório Médico Gonçalves,246.13,saúde,pix
2944,2024-11-18,11:08:03,Papelaria Paffaro,50.72,educação,cartão débito
2945,2025-04-30,17:41:08,Agência de Viagens Iamato,1119.34,lazer,boleto
2946,2025-10-04,16:14:12,Salão de Beleza Gonçalves,97.41,despesas pessoais,boleto
2947,2025-08-14,11:35:57,Hospital Iamato,3741.14,saúde,pix
2948,2024-12-25,21:55:13,Farmácia Akimi,231.2,saúde,cartão crédito
2949,2024-11-23,01:45:44,Loja de Decoração Paffaro,327.77,casa,cartão crédito
2950,2025-09-14,07:12:48,Papelaria Iamato,115.45,educação,cartão débito
2951,2025-02-02,06:22:42,Loja de Roupas Akimi,402.85,despesas pessoais,boleto
2952,2025-08-19,01:03:38,Cinema Gonçalves,42.53,lazer,cartão débito
2953,2025-06-01,11:02:41,Recarga de Celular Iamato,31.35,comunicação,boleto
2954,2025-01-29,15:58:18,Loja de Decoração Iamato,247.28,casa,cartão débito
2955,2025-04-06,00:47:01,Papelaria Gonçalves,99.66,educação,boleto
2956,2024-11-12,04:33:44,Doação Iamato,221.92,outros,boleto
2957,2025-07-27,02:25:08,Curso de Idiomas Paffaro,551.13,educação,pix
2958,2025-07-18,01:22:12,Metrô Paffaro,13.24,transporte,cartão crédito
2959,2025-10-06,10:41:40,Empresa de Ônibus Iamato,10.92,transporte,cartão crédito
2960,2025-08-03,05:53:02,Doação Paffaro,435.39,outros,boleto
2961,2024-11-06,06:22:58,Escola Gonçalves,1191.4,educação,pix
2962,2025-06-01,00:47:12,Consultoria Akimi,1869.31,outros,cartão crédito
2963,2025-02-14,16:01:40,Bar Paffaro,157.67,lazer,boleto
2964,2025-03-27,17:48:21,Teatro Akimi,220.15,lazer,cartão débito
2965,2025-03-02,10:08:22,Provedor de Internet Paffaro,236.76,comunicação,boleto
2966,2025-01-07,07:26:44,Curso de Idiomas Gonçalves,629.6,educação,cartão débito
2967,2025-08-13,22:25:03,Salão de Beleza Akimi,53.41,despesas pessoais,cartão crédito
2968,2024-11-24,03:42:59,Loja de Calçados Akimi,274.65,despesas pessoais,cartão débito
2969,2025-08-02,20:12:58,Posto de Gasolina Paffaro,107.33,transporte,cartão débito
2970,2025-04-11,14:33:28,Serviços Postais Paffaro,12.69,comunicação,boleto
2971,2025-08-27,16:13:33,Consultório Médico Iamato,288.18,saúde,cartão débito
2972,2024-10-19,03:18:28,Posto de Gasolina Paffaro,83.71,transporte,cartão débito
2973,2025-04-13,16:25:52,Papelaria Gonçalves,123.45,educação,cartão crédito
2974,2025-09-12,13:35:41,Estacionamento Paffaro,92.33,transporte,cartão crédito
2975,2024-11-12,01:39:40,Posto de Gasolina Gonçalves,62.47,transporte,cartão débito
2976,2024-11-06,22:19:02,Plano de Saúde Paffaro,363.02,saúde,cartão crédito
2977,2025-09-13,08:53:04,Laboratório Akimi,316.14,saúde,cartão crédito
2978,2025-01-27,00:54:28,Streaming Akimi,34.55,lazer,pix
2979,2025-04-23,11:28:55,Material de Construção Paffaro,4754.2,casa,pix
2980,2025-01-22,00:14:07,Show Iamato,548.22,lazer,boleto
2981,2025-06-23,22:58:14,Loja de Calçados Paffaro,378.85,despesas pessoais,cartão crédito
2982,2025-08-11,18:13:55,Eletricista Paffaro,301.04,casa,cartão débito
2983,2025-05-08,18:16:14,Curso Online Akimi,363.95,educação,boleto
2984,2025-01-01,06:25:41,Clínica Odontológica Paffaro,1201.61,saúde,pix
2985,2025-06-07,07:02:26,Mercado Iamato,280.62,alimentação,cartão débito
2986,2024-11-30,01:02:33,Agência de Viagens Gonçalves,1170.71,lazer,pix
2987,2025-02-25,03:38:36,Streaming Akimi,27.16,lazer,pix
2988,2025-02-16,07:33:11,Loja de Utilidades Akimi,113.54,casa,boleto
2989,2024-11-30,07:36:06,Loja de Calçados Akimi,123.8,despesas pessoais,cartão crédito
2990,2025-08-17,18:41:04,Lanchonete Paffaro,25.68,alimentação,boleto
2991,2025-02-10,07:26:27,Doação Akimi,475.45,outros,cartão débito
2992,2025-05-17,07:33:00,Provedor de Internet Gonçalves,158.13,comunicação,cartão débito
2993,2024-12-04,00:14:13,Açougue Paffaro,43.53,alimentação,cartão débito
2994,2025-01-20,14:57:25,Posto de Gasolina Paffaro,162.6,transporte,pix
2995,2025-06-19,07:56:37,Faculdade Akimi,3079.18,educação,pix
2996,2025-03-11,12:15:32,Mercado Paffaro,223.88,alimentação,cartão débito
2997,2024-11-20,04:08:53,App de Transporte Gonçalves,39.08,transporte,boleto
2998,2024-11-16,03:39:14,Show Akimi,160.37,lazer,cartão crédito
2999,2025-07-08,20:27:18,Livraria Akimi,257.97,despesas pessoais,pix
3000,2025-05-11,10:40:56,Lanchonete Paffaro,20.14,alimentação,cartão débito
3001,2024-10-17,20:43:48,Hospital Paffaro,4781.97,saúde,boleto
3002,2025-03-09,04:35:49,Livraria Gonçalves,106.31,despesas pessoais,pix
3003,2025-07-22,09:18:34,Loja de Peças Gonçalves,557.01,transporte,cartão crédito
3004,2025-03-03,23:19:06,App de Transporte Iamato,23.43,transporte,cartão crédito
3005,2024-10-26,21:03:52,Hortifruti Akimi,105.79,alimentação,cartão crédito
3006,2024-10-27,08:23:57,Companhia Telefônica Paffaro,145.49,comunicação,pix
3007,2024-12-15,06:25:01,Hortifruti Paffaro,59.05,alimentação,cartão débito
3008,2025-07-06,11:48:16,Hospital Gonçalves,4552.26,saúde,boleto
3009,2024-11-10,18:46:22,Companhia Telefônica Gonçalves,248.32,comunicação,cartão crédito
3010,2024-12-12,17:56:55,Impostos Paffaro,712.2,outros,cartão crédito
3011,2025-05-30,16:39:20,Clínica Odontológica Gonçalves,153.31,saúde,cartão crédito
3012,2025-01-08,10:01:54,Pedágio Iamato,51.69,transporte,cartão débito
3013,2025-09-02,13:15:54,Companhia Telefônica Gonçalves,110.67,comunicação,boleto
3014,2025-01-22,07:44:28,App de Transporte Iamato,43.72,transporte,boleto
